URL,url_unique,Paragraph,Lesson_Number,Lesson_Date,Submitting_Organization
https://llis.nasa.gov/lesson/1372,419,"mar exploration rover ( mer ) integration test , two safety incident un-insulated , braided traveling ground strap came contact exposed facility power terminal movement connected flight hardware . two traveling ground strap exceeded 25 foot length . resulting electrical short caused visible spark partial melting ground strap power connector .",1372,2003-08-24,jpl
https://llis.nasa.gov/lesson/1372,419,subsequent circuit analysis showed neither star scanner ( reference ( 1 ) ) rover equipment deck ( reference ( 2 ) ) damaged . reference,1372,2003-08-24,jpl
https://llis.nasa.gov/lesson/1372,419,"long , un-insulated , copper cable used traveling ground strap may inadvertently come contact facility power source harm personnel critical equipment .",1372,2003-08-24,jpl
https://llis.nasa.gov/lesson/1372,419,traveling ground strap insulated .,1372,2003-08-24,jpl
https://llis.nasa.gov/lesson/1373,420,"dfrc dozen large diameter ( 20 '' +/- ) fire water sectional valve located large vault around flight line . requirement backfill vault earthen material , remove top vault , pave flush around minimal impact flight line area . problem `` dirt '' included working deep confined space , substandard compaction , hazard probability using power compactors around critical facility pressurized piping , possible pipe damage resulting flooding drowning hazard . simple solution arrived `` pour '' pea gravel , flowed like water achieved near-100 % compaction .",1373,2002-01-28,afrc
https://llis.nasa.gov/lesson/1373,420,pea gravel best material backfill instant compaction hazardous confined space .,1373,2002-01-28,afrc
https://llis.nasa.gov/lesson/1373,420,consider use pea gravel backfill hazardous confined space .,1373,2002-01-28,afrc
https://llis.nasa.gov/lesson/1374,421,"company 's failure implement enforce company safety program , defined safety & health plan submitted nasa , resulted lax safety culture . lax safety culture supported deceased , journeyman electrician , feeling comfortable working energized electrical circuit without proper ppe ( personal protective equipment ) , ultimately contacted resulting electrocution . specifically , procedure followed deceased apprentice stop work isolate circuit seek `` hot work permit '' upon discovering circuit still energized .",1374,2002-08-29,jsc
https://llis.nasa.gov/lesson/1374,421,subsequent investigation revealed three central theme involved mishap :,1374,2002-08-29,jsc
https://llis.nasa.gov/lesson/1374,421,finding : available drawing include circuit detail level necessary readily identify circuit breaker would isolate circuit involved mishap . identifying appropriate circuit breaker without adequate drawing time consuming process adding probability contractor might take shortcut . following evidence support finding :,1374,2002-08-29,jsc
https://llis.nasa.gov/lesson/1374,421,"drawing available project provided work team , drawing verified complete accurate , nasa make work team aware .",1374,2002-08-29,jsc
https://llis.nasa.gov/lesson/1375,422,following excerpt mishap investigation report : finding : construction contractor treated `` transient '' employee purpose meeting safety requirement .,1375,2002-08-29,jsc
https://llis.nasa.gov/lesson/1375,422,( 4a ) provision `` real time '' feedback contractor management safety violation . ( 4b ) formal written evaluation firm fixed price construction contractor provided job completion .,1375,2002-08-29,jsc
https://llis.nasa.gov/lesson/1375,422,finding b : nasa nasa-delegated oversight `` quality safety '' inspection process lack rigor assure contract provision adhered . following evidence support finding :,1375,2002-08-29,jsc
https://llis.nasa.gov/lesson/1375,422,"construction contractor ( type non-resident contractor ) work nasa center held standard site support service contractor respect safety training , tracking issues/violations , regular feedback safety quality work .",1375,2002-08-29,jsc
https://llis.nasa.gov/lesson/1376,423,"thermal ambient testing mar exploration rover ( mer ) , condensation formed inside test chamber upon flight article due inadequate sealing improper purging chamber test . flight avionics circuit board damaged . require ( 1 ) periodic certification environmental chamber used environmental testing critical hardware , ( 2 ) periodic training certification operator .",1376,2003-01-06,jpl
https://llis.nasa.gov/lesson/1376,423,"thermal ambient testing mar exploration rover ( mer ) rover electronics module ( rem ) ( reference ( 1 ) ) , condensation formed inside test chamber upon flight article . test consisted 2-hour 25 deg c soak dry nitrogen purge rate 2 scfm , ramp -55 deg c ( rate 2 deg/min ) , final soak -55 deg c 2 hour . chamber temperature reached -55 deg c , frost ( ice crystal ) observed cable inside chamber . final 2-hour soak , frost thickened area inside chamber pass-through also frosted . condensation likely cause damage observed flight avionics backplane rem board removed inspected following test . cause appears inadequate sealing improper purging chamber test . reference ( 2 ) , ( 3 ) , ( 4 ) report similar chamber control problem jpl time period . jet propulsion laboratory 's primary thermal-vacuum test chamber use flight equipment operated oversight jpl environmental test laboratory ( etl ) organization . however , many 50 pressurized non-pressurized thermal chamber used chiefly experiment , hardware development , special purpose maintained various jpl laboratory . although facility sometimes used test flight critical hardware , many ( including chamber question ) certified etl . reference",1376,2003-01-06,jpl
https://llis.nasa.gov/lesson/1376,423,"center 's environmental test organization , jpl 's etl , maintain broad expertise safely testing flight critical hardware non-ambient environment . operator test chambers/equipment , including outside etl facility , specifically trained safe environmental testing practice , equipment reviewed certified etl .",1376,2003-01-06,jpl
https://llis.nasa.gov/lesson/1377,424,"dryden flight research center 's learjet model 24 , call sign nasa 805 , sustained substantial damage planned `` touch go '' landing southern california air logistics base ( formerly george air force base ) , near victorville , ca june 7 , 2001. injury pilot , co-pilot , observer course event .",1377,2002-08-16,afrc
https://llis.nasa.gov/lesson/1377,424,"learjet used infrequent basis research testbed . aircraft returned flight status extended period flyable storage . type usage permit assigned aircrew maintain currency . flight scheduled recurrency flight . inadequate guidance area piloting duty , crew pairing , recurrency requirement , restriction carrying passenger . daily flight supervision process inadequate mitigate lack dop-0-300 guidance .",1377,2002-08-16,afrc
https://llis.nasa.gov/lesson/1377,424,"supervisory process provide adequate policy , procedure , oversight insight aircrew conducting flight ensure significant qualification , training currency met . direct cause mishap identified :",1377,2002-08-16,afrc
https://llis.nasa.gov/lesson/1377,424,2. review revise aviation safety program ensure center aircrew conducting flight current properly experienced .,1377,2002-08-16,afrc
https://llis.nasa.gov/lesson/1377,424,3. provide mishap training public relation area .,1377,2002-08-16,afrc
https://llis.nasa.gov/lesson/1379,425,incident response team secured site immediately performed excellent preliminary investigation .,1379,2002-08-29,jsc
https://llis.nasa.gov/lesson/1379,425,"order conduct thorough mishap investigation , quick securing mishap scene interviewing witness essential .",1379,2002-08-29,jsc
https://llis.nasa.gov/lesson/1379,425,publish lesson example excellence preliminary mishap response investigation .,1379,2002-08-29,jsc
https://llis.nasa.gov/lesson/1379,425,applicable .,1379,2002-08-29,jsc
https://llis.nasa.gov/lesson/138,426,"bleed 125 psi air system , process last le one minute , noise level pad b gaseous oxygen ( gox ) vent arm air receiver outlet vent exceeds permissible osha noise exposure limit . noise hazard survey conducted bleed operation performed air system determine noise level near operator 's ear . survey recorded noise level 126.5 dba . osha 1910.95 , occupational noise exposure , limit noise exposure fifteen minute le 115 dba . possibility exists personnel permanent hearing loss .",138,1992-09-25,ksc
https://llis.nasa.gov/lesson/138,426,excessive noise level gox vent arm air receiver bleed manifold venting operation may damage personnel hearing .,138,1992-09-25,ksc
https://llis.nasa.gov/lesson/138,426,install muffler outlet vent operate air receiver bleed operation reduce noise level within osha regulation .,138,1992-09-25,ksc
https://llis.nasa.gov/lesson/1380,427,"march 25 , 2003 , life cycle testing improved pilot operating valve ( ipov ) nitrogen tetroxide ( nto ) , pressure transducer catastrophically failed explosion released nto test cell . reference government-industry data exchange program ( gidep ) : doc=qb-s-03-01 cedate=30-may-2003 dd=sa , title : pressure transducer , silicone oil filled .",1380,2002-12-31,wstf
https://llis.nasa.gov/lesson/1380,427,"pressure transducer located inlet ipov experienced dynamic pressure fluctuation ipov opened closed 80 microsecond flow duration . investigation included review test data , analysis failed hardware , investigation design construction transducer , review historical data , chemical analysis residue area failure , comparison residue product silicone oil exposed nto “ beaker test. ” item purchased 1994 used helium system oxidizer system . pressure transducer failed welded connection port housing sensor housing . pressure required fail welded connection calculated 12,700 pound per square inch ( psi ) . pressure transducer connected ¼ x 0.035 wall 300 series stainless steel tubing ¾ x 0.035 inch wall 300 series stainless steel tubing . thrust failed pressure transducer resulted also failing ¼ inch tubing close ¾ inch tubing . ¾ inch tubing showed sign yielding due pressure , indicating system pressure exceed calculated 3,400 psi required yield tubing . failure appears result extremely rapid pressurization inside pressure transducer . pressure transducer silicon sensor 316 stainless steel isolation diaphragm sensor test medium . ~0.78 ml volume isolation diaphragm sensor filled dc550 poly ( methylphenylsiloxane ) silicone oil . poly ( methylphenylsiloxane ) reacts non-violent fashion nto form nitro-substituted phenol , tend shock friction sensitive . poly ( dimethylsiloxane ) silicone oil appear effected nto . evidence 2,4-dinitrophenol 2,4,6-trinitrophenol ( picric acid ) found failed pressure transducer part , support bracket , diluted supply nto downstream ipov .",1380,2002-12-31,wstf
https://llis.nasa.gov/lesson/1380,427,"reference : test cell 831 druck pressure transducer failure march 25 , 2003",1380,2002-12-31,wstf
https://llis.nasa.gov/lesson/1380,427,"material used system component must clearly identified , especially material come contact operating fluid chemical . consideration must given providing mean verify material used system , subsystem , component compatible phase build-up used end application . verification may require sampling assembly dissembling analyzing sample lot .",1380,2002-12-31,wstf
https://llis.nasa.gov/lesson/13801,428,"landing one-ton rover surface mar necessitated extremely sophisticated propulsion subsystem employing large diameter propellant line , necessary due large flow rate required . large diameter tubing could stiffer structure supporting , made stress analysis testing circuitous routing tubing exceedingly complex task . project planning recognize scope modeling test program needed complex , high flow propulsion subsystem . mechanical design either stiffen structure propulsion introduce compliant element feed system minimize stress level .",13801,2015-03-31,jpl
https://llis.nasa.gov/lesson/13801,428,"landing high mass mar science laboratory ( msl ) required descent stage ( d ) descend surface mar gently lower one-ton rover ground . required sophisticated propulsion system ever developed nasa/caltech jet propulsion laboratory ( jpl ) . 400 kg propellant consumed 30 second powered descent maneuvering , relatively high ( 25,000 n ) maximum thrust , msl required propulsion tube ( 1-inch diameter ) much larger typical spacecraft propulsion system tubing .",13801,2015-03-31,jpl
https://llis.nasa.gov/lesson/13801,428,"conventional propulsion system designed jpl ( i.e. , smaller diameter pressurant line fitting ) flexible , thus internal pressure load primary driver mechanical stress . increase tubing diameter , required msl descent stage , propulsion system becomes rigid , stress vibration quasi-static acceleration became quite significant . propulsion system require tubing diameter exceeding approximately 3/8 inch , modeling must done structural level given routing scheme . assure relative motion propulsion assembly different part structure induce excessive stress . secondary structural plate propulsion component subassemblies mounted stiff enough avoid excessive line stress loading component flight environment .",13801,2015-03-31,jpl
https://llis.nasa.gov/lesson/13801,428,"stress analysis msl made difficult extreme complexity msl d propulsion line layout . illustrated figure 1 , show circuitous propulsion line routing throughout d structure .",13801,2015-03-31,jpl
https://llis.nasa.gov/lesson/13801,428,figure 1. msl d propulsion line . purple line routed mar lander engine ( mles ) used terminal descent . green line routed reaction control system ( rcs ) thruster used maintain attitude prior atmospheric entry perform aero maneuvering entry . blue line connect propellant tank pyro valve assembly . yellow line routed pressurant tank .,13801,2015-03-31,jpl
https://llis.nasa.gov/lesson/13801,428,"propulsion line stress analysis revealed complex stress state . numerous location within feed system conventional factors-of-safety yield could met , necessary resort fatigue life assessment . indeed , standard practice fabricating propulsion tubing include stress relief bending , localized yielding present as-fabricated tube . experimental testing ( figure 2 ) done confirm material fatigue life prediction complex stress state typical bent tubing cyclical loading . addition , scale d propulsion subsystem mandated extensive testing evaluate mitigate potential water hammer effect produced pulsing rcs thruster atmospheric entry .",13801,2015-03-31,jpl
https://llis.nasa.gov/lesson/13801,428,figure 2. component strut fatigue testing setup depicting failure due accidental compression over-loading,13801,2015-03-31,jpl
https://llis.nasa.gov/lesson/13801,428,"scope analysis test effort fully appreciated late system development—around time critical design review ( cdr ) d propulsion subsystem . led many change propulsion line routing , location configuration line support .",13801,2015-03-31,jpl
https://llis.nasa.gov/lesson/13801,428,"msl d propulsion subsystem testing program demonstrated robust margin predicted flight limit load ( fll ) stress ( reference ( 2 ) ) , d successful mar entry , descent , landing ( edl ) .",13801,2015-03-31,jpl
https://llis.nasa.gov/lesson/13801,428,"jpl referenced lesson learned additional rationale guidance supporting paragraph 4.2.5.9 ( “ mechanical configuration/systems design : structural design - design validation ” ) jpl standard “ design , verification/validation operation principle flight system ( design principle ) , ” jpl document d-17868 , rev . 6 , october 4 , 2012 .",13801,2015-03-31,jpl
https://llis.nasa.gov/lesson/13801,428,"related policy , standard , handbook , procedure , document",13801,2015-03-31,jpl
https://llis.nasa.gov/lesson/1381,429,many problem experienced nasa project unique may first seem . lesson contains major finding 1999 review mar climate observer ( mco ) mishap report gather `` lesson learned '' might applied help proseds project team assure mission success . mco contributing cause & corrective action reviewed list `` lesson '' developed help assure proseds mission success .,1381,1999-12-30,msfc
https://llis.nasa.gov/lesson/1381,429,"following mco mishap , proseds team decided perform in-depth review mco mishap report gather lesson learned recommendation could prevent future problem proseds project would help prevent nasa repeating past mistake .",1381,1999-12-30,msfc
https://llis.nasa.gov/lesson/1381,429,"many problem experienced nasa project unique . review problem failure report , application lesson learned must done prevent repeating past mistake . following specific `` lesson '' learned mco mishap applied proseds :",1381,1999-12-30,msfc
https://llis.nasa.gov/lesson/1381,429,major recommendation : project team review failure report seek lesson learned apply situation . secondary recommendation related project management :,1381,1999-12-30,msfc
https://llis.nasa.gov/lesson/1382,430,"evening night shift personnel required vacuum wipe internal surface three thermal vacuum chamber isopropyl alcohol ( ipa ) . technician completed two smaller facility ( 3-foot diameter 3-foot deep ) process surface wiping ipa third chamber ( 7-foot diameter 8-foot deep horizontal chamber ) , shift leader found technician unconscious chamber ( foot facing opening ) . shift leader pulled chamber . noted employee breathing unconscious supervisor contacted 911. technician regained consciousness fully recovered without medical treatment .",1382,2003-10-23,gsfc
https://llis.nasa.gov/lesson/1382,430,"employee used rag saturated ipa obtained open ipa container clean three thermal vacuum chamber . use , rag left chamber floor . supplemental ventilation personal protective equipment ( ppe ) utilized resulting unsafe level ipa vapor within chamber . cumulative effect prolonged exposure without sufficient break considered .",1382,2003-10-23,gsfc
https://llis.nasa.gov/lesson/1382,430,following procedure used future thermal vacuum chamber cleaning operation :,1382,2003-10-23,gsfc
https://llis.nasa.gov/lesson/1383,431,"mishap occurred large ( 18 ' x 20 ' ) autoclave resulting damage government property approximately $ 23k . mishap likely result small amount accumulated debris around pneumatic valve , coupled minor error pressure system logic , failed alert operator event prior failure .",1383,2003-10-14,msfc
https://llis.nasa.gov/lesson/1383,431,"mishap occurred large ( 18 ' x 20 ' ) autoclave msfc august 13 , 2002 resulting damage government property approximately $ 23k . two four minute pressurizing autoclave , operator noted vessel pressure following set-point value . operator heard loud noise outside building sent personnel investigate . bystander outside indicated noise came nearby construction . approximately 5 minute later , another loud noise heard coming nitrogen pressure regulating assembly autoclave . noise , system warning error indicator encountered . cycle aborted appropriate safety personnel notified . checkout facility revealed failure purge blower . equipment damage resulted mishap . damaged component included purge blower assembly , purge valve solenoid assembly ( solenoid green ) , purge valve ( solenoid assembly ) entire purge line blower autoclave pressure vessel . piece fan blade sheared shaft , ripped blower housing hit purge valve solenoid came rest nearby nitrogen supply piping . investigation revealed purge valve remained open pressurization autoclave allowing pressurizing gas ( nitrogen ) back-flow purge blower spin reverse failed due excessive load . debris ( probably caused mud wasp ) obstructed vent sufficiently prevent proper closure valve thus ultimately causing blower failure . mishap board recommended following corrective action implemented prior facility activation :",1383,2003-10-14,msfc
https://llis.nasa.gov/lesson/1383,431,"pressure system may operate safely year specific set condition occur mishap result . pneumatic system installed way take maximum advantage available logic control . check valve additional external control also incorporated minimize potential back flow pressure vessel . finally , even relatively minor amount accumulated debris due age , shop condition , environmental factor result mishap .",1383,2003-10-14,msfc
https://llis.nasa.gov/lesson/1383,431,recommended action incorporated system operating appropriately .,1383,2003-10-14,msfc
https://llis.nasa.gov/lesson/1384,432,"kennedy space center ( ksc ) project resource online ( kpro ) ksc software development project implement project management information system meet unique requirement nasa . kpro team encountered good bad experience throughout software development life cycle . experience include : working direct consultation commercial off-the-shelf ( cot ) vendor ; signed agreement interfacing external database ; training target workforce thoroughly using developed software ; management agreement resource committed project ; expending effort build cohesive team proper skill expertise . documented lesson learned , along recommendation , presented reference future software development project team .",1384,2003-07-20,ksc
https://llis.nasa.gov/lesson/1384,432,"kpro , developed spaceport engineering technology directorate , centralized project management information system tailored unique project management practice nasa . primary objective kpro project provide web-based project management tool enhances efficiency ksc project manager , facilitates project compliance npg 7120.5 , standardizes project management practice , increase customer satisfaction . developing tool , several experience occurred shared anyone taking similar software development project .",1384,2003-07-20,ksc
https://llis.nasa.gov/lesson/1385,433,"comet nucleus tour , contour , designed built john hopkins university specialized support nasa part nasa 's discovery series solar system exploration satellite . launched july 3 , 2002 , intended encounter least two comet perform variety analysis comet material . however , sometime solid rocket motor ( srm ) intended move satellite eccentric earth orbit fired , satellite lost . mission design allow observation telemetry coverage srm burn , mishap investigation board unable determine certainty cause failure . however , major finding investigation telemetry visual coverage satellite srm burn , fact , possible may help prevent similar mishap future .",1385,2003-12-05,msfc
https://llis.nasa.gov/lesson/1385,433,"comet nucleus tour , contour , designed built john hopkins university specialized support nasa part nasa 's discovery series solar system exploration satellite . launched july 3 , 2002 , contour intended encounter least two comet perform variety analysis comet material . however , sometime solid rocket motor ( srm ) intended move satellite eccentric earth orbit fired , satellite lost . mission design allow observation telemetry coverage srm burn , mishap investigation board unable determine certainty cause failure . however , number possible root cause documented , along recommendation corrective action . following probable proximate cause identified :",1385,2003-12-05,msfc
https://llis.nasa.gov/lesson/1385,433,"i. major lesson learned spacecraft retain telemetry visual contact critical phase mission . ii . team felt mishap may driven certain practice team described typical small project managed contractor principal investigator . practice include : ii-1 . reliance contour project analysis similarity although flight history selected component one aspect acceptance similarity , important consider whether application consistent within bound previous qualification . ii-2 . inadequate system engineering process specification requirement board cited fact requirement imposed nasa regarding way contractor document performed work contour , creating opportunity contractor adopt nonstandard engineering practice . ii-3 . inadequate review function board felt inadequate oversight especially dangerous combination nonstandard engineering practice . observation noted team lack telemetry/observation spacecraft critical mission event , tendency rely subcontractor without appropriate insight/oversight , use analytic model specific contour , limited understanding srm plume heating environment space , lack orbital debris conjunction plan , limited understanding srm operating condition . covered detail `` contour mishap investigation board report . ”",1385,2003-12-05,msfc
https://llis.nasa.gov/lesson/1385,433,i. always maintain telemetry visual contact spacecraft critical phase mission . ii-1 . project conduct inheritance review ( i.e . analysis similarity ) early project life cycle assure analysis properly evaluates inherited item 's capability prior use mission critical requirement . ii-2 . project establish clear appropriate requirement performing documenting engineering work . iii-3 . project establish mechanism increased nasa oversight project led principal investigator .,1385,2003-12-05,msfc
https://llis.nasa.gov/lesson/1386,434,use ergomastertm software requires precise photo operation analyzed order attain accurate result .,1386,2003-12-15,ksc
https://llis.nasa.gov/lesson/1386,434,space station process assessed order determine ergomaster software would good candidate inclusion nasa hf integrated toolkit .,1386,2003-12-15,ksc
https://llis.nasa.gov/lesson/1386,434,order fully utilize ergomaster software attain accurate viable result necessary become highly familiar task assessed prior actual operation .,1386,2003-12-15,ksc
https://llis.nasa.gov/lesson/1386,434,"review task procedure , pre-walkdown facility task take place , photo taken key posture preclude inaccurate result .",1386,2003-12-15,ksc
https://llis.nasa.gov/lesson/1387,435,"scaffolding payload access built support mission instead task , often result awkward posture excessive reach .",1387,2003-12-19,ksc
https://llis.nasa.gov/lesson/1387,435,scaffolding support payload processing typically configured per payload instead per task cause limited and/or awkward access several task required performed payload . scaffolding built accordance osha take consideration human factor criterion including anthropometric data work access ( height ) reach . result awkward posture high potential back injury .,1387,2003-12-19,ksc
https://llis.nasa.gov/lesson/1387,435,scaffolding build require human factor review addition safety ensure personnel safely perform task .,1387,2003-12-19,ksc
https://llis.nasa.gov/lesson/1387,435,scaffolding need re-configured per task/operation allow worker anthropometrics including reach accessibility . scaffolding access consistent build ensure access location required iea dolly strut disconnect . scaffolding documented ( via drawing and/ photo ) ensure consistency setup operation mitigate risk personnel .,1387,2003-12-19,ksc
https://llis.nasa.gov/lesson/1388,436,lifting overhead crane unique center gravity hardware requires review consideration lifting method ensure level safe lift .,1388,2003-12-18,ksc
https://llis.nasa.gov/lesson/1388,436,"integrated equipment assembly iea dolly ring removal process , noticed inner ring lifting point , two 4-ft web strap used lift ; one choked around apex , shackled ( seems superfluous two web strap going used ) .",1388,2003-12-18,ksc
https://llis.nasa.gov/lesson/1388,436,"iea inner ring lifting point , would better lift center gravity ring . accomplished using one web strap shackled around apex ( wrapped around apex end brought together top ) , second one looped loop end attached crane hook .",1388,2003-12-18,ksc
https://llis.nasa.gov/lesson/1388,436,"iea inner ring lifting point , would better use one web strap shackled around apex ( wrapped around apex end brought together top ) , second one looped loop end attached crane hook .",1388,2003-12-18,ksc
https://llis.nasa.gov/lesson/1389,437,lesson intended broaden awareness observed problem model weller® model tcp12p soldering iron . recommendation apply soldering iron general .,1389,2004-02-12,msfc
https://llis.nasa.gov/lesson/1389,437,"nasa issued government industry data exchange program ( gidep ) alert , # h1-a-04-01 regarding weller® model tcp12p soldering iron . due mechanical temperature control switch work based ferromagnetic sensing action , two previously undocumented failure mode observed model . failure observed laboratory setting minimal damage . worst two mode involves switch sticking quotfull onquot mode . occurs , soldering iron go quotthermal runawayquot condition , allow iron reach temperature approximately 1200° f , heater/tip interface . obviously , could result possible fire , injury , and/or damage article processed . temperature estimate based mass length soldering iron tip , may vary depending tip installed time failure occurs . tip larger mass greater length lower maximum temperature possible quotthermal runawayquot condition . tool holder surround heated portion soldering iron available , holder place , overheat condition generally harmless working environment . second additional failure mode minor , involving ferromagnetic switch sticking quotfull offquot mode , mean tool heat .",1389,2004-02-12,msfc
https://llis.nasa.gov/lesson/1389,437,"soldering iron experience undocumented failure mode result significant damage , including potential serious fire .",1389,2004-02-12,msfc
https://llis.nasa.gov/lesson/1389,437,"exact cause failure switch still unknown . appropriate hazard control place prevent catastrophic event case thermal runaway condition occurs . flight system may potentially affected hazard , additional control implemented , including material testing includes verification inducing thermal runaway failure recording result .",1389,2004-02-12,msfc
https://llis.nasa.gov/lesson/139,438,"landing , mean aboard space shuttle orbiter detection hazardous gas . hazardous gas sensing capability internal orbiter compartment exist t-0 hookup ; limited capability exist . landing , sampling crew approach orbiter check orbiter 's exterior presence toxic/flammable gas and/or leak . hazardous gas may cause major problem prior time sampling crew performs check .",139,1992-10-05,ksc
https://llis.nasa.gov/lesson/139,438,undetected accumulation toxic/flammable vapor orbiter compartment landing may cause damage/loss orbiter/personnel .,139,1992-10-05,ksc
https://llis.nasa.gov/lesson/139,438,provide onboard vapor detection/gas sensing system purge capability orbiter closed compartment .,139,1992-10-05,ksc
https://llis.nasa.gov/lesson/1390,439,"mission-critical error discovered communication link cassini spacecraft huygens probe determined radio frequency would adjust doppler effect . parameter isolated pre-launch verification process . recommendation affirm need ( 1 ) end-to-end testing communication link , ( 2 ) high fidelity telecommunication testbed , ( 3 ) referencing doppler effect subcarriers appropriate procedure .",1390,2004-01-12,jpl
https://llis.nasa.gov/lesson/1390,439,"mission-critical error discovered communication link cassini spacecraft huygens probe determined radio frequency would adjust doppler effect . doppler effect , motion transmitter relative receiver cause received frequency differ sent transmitter . effect probe-to-orbiter uplink may especially severe time rapid velocity change planetary flybys saturn orbit insertion . extensive in-flight end-to-end telecommunication test conducted february 2000 ( 3 year cassini launched ) revealed anomalous characteristic huygens-cassini communication link . extensive ground testing link subsequently confirmed doppler shift would cause unanticipated 10db degradation link margin , resulting major loss data probe descent landing . parameter isolated pre-launch verification process . baseline mission profile changed increase strength data signal restore huygens mission . reference",1390,2004-01-12,jpl
https://llis.nasa.gov/lesson/1390,439,"additional key word : international partnering , telecommunication design , uplink design , link analysis , telecommunication subcarrier , subcarrier test , design margin , flight readiness , test integration , telecommunication failure mode , fault tolerance , rf simulation",1390,2004-01-12,jpl
https://llis.nasa.gov/lesson/1391,440,systemic management technical failure led catastrophic rupture test system . 3 lesson published regarding specific incident ; lesson address problem detection pipe wall thinning due corrosion selection inadequate test method .,1391,2003-09-11,jsc
https://llis.nasa.gov/lesson/1391,440,"september 11 , 2003 , approximately 2:16 pm , steam line large altitude simulation system ( lass ) suffered catastrophic failure 24-inch expansion loop located adjacent test stand 401 steam ejector exhaust duct . lass operated verify readiness support altitude firing 4th stage minuteman icbm scheduled september 25 , 2003. failure occurred approximately 16 second lass commanded go full steam , resulted rupture portion line dislocated several piece 24-inch pipe various direction away test stand . proximate cause event pipe wall corrosion led selective thinning wall , resulted pipe rupture pressure . following observation came investigation :",1391,2003-09-11,jsc
https://llis.nasa.gov/lesson/1391,440,method evaluating critical system parameter must verified sufficiently reliable support risk assessment,1391,2003-09-11,jsc
https://llis.nasa.gov/lesson/1392,441,systemic management technical failure led catastrophic rupture test system . 3 lesson published regarding specific incident ; lesson address unique consideration steam-based system .,1392,2003-09-11,jsc
https://llis.nasa.gov/lesson/1392,441,"september 11 , 2003 , approximately 2:16 pm , steam line large altitude simulation system ( lass ) suffered catastrophic failure 24-inch expansion loop located adjacent test stand 401 steam ejector exhaust duct . lass operated verify readiness support altitude firing 4th stage minuteman icbm scheduled september 25 , 2003. failure occurred approximately 16 second lass commanded go full steam , resulted rupture portion line dislocated several piece 24-inch pipe various direction away test stand . proximate cause event pipe wall corrosion led selective thinning wall , resulted pipe rupture pressure . investigation resulted following observation conclusion :",1392,2003-09-11,jsc
https://llis.nasa.gov/lesson/1392,441,"steam-based system unique issue must considered design , operation , maintenance .",1392,2003-09-11,jsc
https://llis.nasa.gov/lesson/1393,442,systemic management technical failure led catastrophic rupture test system . 3 lesson published regarding specific incident ; lesson address contingency planning assuring risk control remain place throughout system 's life .,1393,2003-09-11,jsc
https://llis.nasa.gov/lesson/1393,442,"september 11 , 2003 , approximately 2:16 pm , steam line large altitude simulation system ( lass ) suffered catastrophic failure 24-inch expansion loop located adjacent test stand 401 steam ejector exhaust duct . lass operated verify readiness support altitude firing 4th stage minuteman icbm scheduled september 25 , 2003. failure occurred approximately 16 second lass commanded go full steam , resulted rupture portion line dislocated several piece 24-inch pipe various direction away test stand . proximate cause event pipe wall corrosion led selective thinning wall , resulted pipe rupture pressure . investigation resulted following conclusion observation :",1393,2003-09-11,jsc
https://llis.nasa.gov/lesson/1393,442,system must regarded limited operational life adequate design operational provision made credible failure scenario .,1393,2003-09-11,jsc
https://llis.nasa.gov/lesson/1394,443,"fast - track engine test accepted nasa risk challenge fully understood , leading cost overrun failure meet original schedule .",1394,2004-04-02,wstf
https://llis.nasa.gov/lesson/1394,443,"february 2003 , wstf propulsion test office accepted task authorized space act agreement perform rocket engine test private company , july 2003. real technical issue associated testing performed , certain aspect test program slightly different majority testing performed wstf . difference 'challenges ' included high propellant inlet pressure , short duration firing pulse width , high accuracy propellant flowrate measurement short duration firing . challenge drove design fabrication new test system hardware , technology previously used wstf . compounding challenge issue high work load nasa contractor project manager , short timeframe complete testing order impact test area , new relatively inexperienced staff project engineer . technical challenge associated test program , drove design fabrication additional test system support program , mainly propellant delivery system operated pressure higher typically used wstf , well incorporation accurate flow measurement device , using technology also typically used wstf . would turn , cost schedule design , fabrication checkout item greatly underestimated . compounding issue schedule pressure complete testing certain date , timeliness ( lack ) financial data , utilized ' project manager could adequately ass financial schedule data obtained . project successful fact testing completed requested data delivered customer , project significantly budget . post project review led following conclusion :",1394,2004-04-02,wstf
https://llis.nasa.gov/lesson/1394,443,"committing project schedule budget , make sure risk assumption fully understood , taken account , consensus agreement reached customer preferably implementation .",1394,2004-04-02,wstf
https://llis.nasa.gov/lesson/1394,443,"perspective project manager , available data , financial schedule/task related , must fully assessed reviewed soon available , order determine whether project issue present . much concern working fast-track project little time recovery problem identified . also important include detailed risk analysis part project plan , order flesh technology personnel issue 'challenges ' , develop plan mitigate risk . , extremely important working fast track project little time recover issue arise . upper level manager supervisor need aware employee work load . personnel much 'on plate ' , able adequately ass project health able provide proper project status supervisor .",1394,2004-04-02,wstf
https://llis.nasa.gov/lesson/1395,444,"potentially complex test innovatively implemented take advantage existing capability using sound engineering , insight key test equipment program capability , successful integration sophisticated test article le up-to-date equipment facility .",1395,2004-04-02,wstf
